Row: 0 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=com.android.providers.calendar, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1653530305124, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1614151800000, visible=1, calendar_id=1, hasExtendedProperties=1, calendar_access_level=700, selfAttendeeStatus=0, version=8, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=1, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1614148200000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=北大口腔医院, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=dfae9f50-f2d2-49e1-9e78-e70d70b57363, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1614151800000, original_id=NULL, attachment_count=0, sync_data10=2911613973787319575, calendar_displayName=Phone
Row: 124 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1672731000955, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1673748000000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=5, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=145, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1673744400000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=上班，13点之前到公司, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=e7324b94-9a09-4a46-aa52-291dae492a7c, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1673748000000, original_id=NULL, attachment_count=0, sync_data10=FljaevJgu7WwNDGxtPP5MwZ8iwaWprvjs, calendar_displayName=Phone
Row: 125 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1672365592480, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1673920800000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=146, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1673920800000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=芳芳婚期, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=77d2e18c-b94e-4a47-9f99-8c5c936a1ec5, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1673920800000, original_id=NULL, attachment_count=0, sync_data10=Fq2cW-j_hSAEyl_dP7RNNR6JzSeMOYV2B, calendar_displayName=Phone
Row: 126 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1672373256878, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1672637400000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=147, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1672633800000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=体检, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=27e3c037-03ec-4f97-b6a3-86be9e4a572e, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1672637400000, original_id=NULL, attachment_count=0, sync_data10=FuK9xwUXJ6Q7s1lzZ9u9BC7G7Lth0SfyO, calendar_displayName=Phone
Row: 127 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1672731034183, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1673684820000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=148, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1673681220000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=14—21年会, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=4ccb3c14-8072-456b-84c8-e38d91875c39, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1673684820000, original_id=NULL, attachment_count=0, sync_data10=FpFzY-8ClFEOwRgd041xO961Ih-LxJQHD, calendar_displayName=Phone
Row: 128 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1672731059819, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1673576100000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=149, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1673572500000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=环球影城, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=0a32b8a5-7f2d-4174-9d7d-e1f6ce0360df, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1673576100000, original_id=NULL, attachment_count=0, sync_data10=FnyJB6W8bKeoCUt_55stMPZY2HvBemzxq, calendar_displayName=Phone
Row: 129 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1673800110186, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1673870400000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=151, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1673866800000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=取衣服, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=82af928c-4526-4bb2-8d79-40c2225fff30, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1673870400000, original_id=NULL, attachment_count=0, sync_data10=Fn91TWG07xLIwiVQTQF9J5ZbJDEFcu9Ey, calendar_displayName=Phone
Row: 130 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1675480476986, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1677645000000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=152, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1677641400000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=提交报销, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=953a55c6-f367-44c2-9d28-206f88c96bd8, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1677645000000, original_id=NULL, attachment_count=0, sync_data10=FthQtdL2WsHgG2IKco_RKC78Acm2MFqX4, calendar_displayName=Phone
Row: 131 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1675993639653, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1678330800000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=153, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1678327200000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=还款, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=12ec1193-cc89-45ac-b1b7-e4fa981b491f, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1678330800000, original_id=NULL, attachment_count=0, sync_data10=FtBCpIkUUJRcZ8EtHRt9NYL0E9jt0lDCX, calendar_displayName=Phone
Row: 132 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1677807939873, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1677857400000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=154, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1677853800000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=报销, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=de0e7f90-f2b4-4c04-9243-b074cf7bd209, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1677857400000, original_id=NULL, attachment_count=0, sync_data10=FnDkM0a5GSh3fxDXufTFKEJUtU8ifxl-d, calendar_displayName=Phone
Row: 133 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=FREQ=MONTHLY;WKST=SU;BYMONTHDAY=8, hwext_alert_type=0, event_time_stamp=1680796245040, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=NULL, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=155, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1680928800000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=打钱, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=P3600S, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=c37ff550-754f-452a-a240-5e6719bee564, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=NULL, original_id=NULL, attachment_count=0, sync_data10=Fnk_u2Wq86FeVTX1_0HxChJdbscBbPP3X, calendar_displayName=Phone
Row: 134 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1681396538150, location_longitude=c37d19942d3df9dfb1052d7eb1571ed6, canOrganizerRespond=1, lastDate=1684807200000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=156, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1684803600000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=生日, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=c37d19942d3df9dfb1052d7eb1571ed6, event_uuid=5e55e268-ae9e-444a-98d1-128c169d41fc, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1684807200000, original_id=NULL, attachment_count=0, sync_data10=FvOp89dNrlw-oLb557lNCTLX-I-zi64KP, calendar_displayName=Phone
Row: 135 originalAllDay=NULL, account_type=com.android.huawei.phone, exrule=NULL, kv_synced_watch=0, mutators=NULL, originalInstanceTime=NULL, allDay=0, allowedReminders=0,1, rrule=NULL, hwext_alert_type=0, event_time_stamp=1692109776685, location_longitude=NULL, canOrganizerRespond=1, lastDate=1692113400000, visible=1, calendar_id=1, hasExtendedProperties=0, calendar_access_level=700, selfAttendeeStatus=0, version=3, allowedAvailability=0,1, eventColor_index=NULL, isOrganizer=1, _sync_id=NULL, event_image_type=NULL, calendar_color_index=NULL, _id=157, guestsCanInviteOthers=1, allowedAttendeeTypes=0,1,2, dtstart=1692109800000, guestsCanSeeGuests=1, sync_data9=NULL, sync_data8=NULL, exdate=NULL, sync_data7=NULL, sync_data6=NULL, sync_data1=NULL, event_create_source=0, description=NULL, eventTimezone=Asia/Shanghai, availability=0, title=打针, ownerAccount=Phone, sync_data5=NULL, sync_data4=NULL, sync_data3=NULL, sync_data2=NULL, duration=NULL, event_calendar_type=0, lastSynced=0, guestsCanModify=0, cal_sync3=NULL, rdate=NULL, cal_sync2=NULL, maxReminders=5, isPrimary=1, cal_sync1=NULL, cal_sync10=NULL, account_name=Phone, cal_sync7=NULL, cal_sync6=NULL, cal_sync5=NULL, important_event_type=0, cal_sync4=NULL, calendar_color=-12213274, cal_sync9=NULL, cal_sync8=NULL, dirty=0, calendar_timezone=Asia/Shanghai, accessLevel=0, eventLocation=NULL, location_latitude=NULL, event_uuid=c649c4bf-5903-4023-9d49-6108cba7b646, hasAlarm=1, uid2445=NULL, third_party_phone_syncid=NULL, deleted=0, eventColor=NULL, organizer=Phone, eventStatus=1, customAppUri=NULL, canModifyTimeZone=1, eventEndTimezone=NULL, customAppPackage=NULL, original_sync_id=NULL, hasAttendeeData=1, displayColor=-12213274, dtend=1692113400000, original_id=NULL, attachment_count=0, sync_data10=Fss0OqmO7G9aYYDL58MVOtrvZUbNSOw5W, calendar_displayName=Phone
